reaction_id,equation,delta_G0_prime_kJ_per_mol,status
METSOX2abcpp,C00002 + C00001 = 0 C15998 + C00008 + C00080 + C00009,-27.36519874790435,ok
METSOX1tex,metsox_S__L_e <=> metsox_S__L_p,,skipped (unmapped)
METSOX2tex,metsox_R__L_e <=> metsox_R__L_p,,skipped (unmapped)
3UMPtex,3ump_e <=> 3ump_p,,skipped (unmapped)
MSO3abcpp,C00002 + C00001 = 0 C11145 + C00008 + C00080 + C00009,-27.36519874790435,ok
MSO3tex,mso3_e <=> mso3_p,,skipped (unmapped)
FECRMR1,C01352 + 2 C06228 = C00016 + 2 C14818 + 2 cpd15462 + 2 C00080,,skipped (unbalanced)
FECRMR2,2 C06228 + C01847 = 2 C14818 + 2 cpd15462 + C00061 + 2 C00080,,skipped (unbalanced)
TDP,C00001 + C00068 = C00080 + C00009 + C01081,19.70215078276874,ok
3PEPTabcpp,C00002 + C00001 = 0 cpd15386 + C00008 + C00080 + C00009,-27.36519874790435,ok
4PEPTabcpp,C00002 + C00001 = 0 cpd15387 + C00008 + C00080 + C00009,-27.36519874790435,ok
3GMPtex,3gmp_e <=> 3gmp_p,,skipped (unmapped)
FALDtpp,fald_p <=> fald_c,,skipped (unmapped)
EX_tym_e,tym_e --> ,,skipped (unmapped)
AGM3Pt2pp, = 0 cpd15397 + 0 C00080,0.0,ok
SO4tex,so4_e <=> so4_p,,skipped (unmapped)
AGM4Pt2pp, = 0 cpd15398 + 0 C00080,0.0,ok
AGMt2pp, = 0 cpd15396 + 0 C00080,0.0,ok
FECRMexs,C14819 + cpd15462 = C06228,,skipped (unbalanced)
ARBTNR1,2 C05554 + C01352 = 2 cpd15411 + C00016 + 2 C14818 + 2 C00080,,skipped (unbalanced)
ARBTNR2,2 C05554 + C01847 = 2 cpd15411 + 2 C14818 + C00061 + 2 C00080,,skipped (unbalanced)
METSOXR1,C02989 + C00342 = C00001 + C00073 + C00343,-0.16793996170747505,ok
METSOXR2,C15998 + C00342 = C00001 + C00073 + C00343,-0.16793996170747505,ok
DAPAL,C03401 + C00001 = 2 C00014 + C00022,1.6321190385600204,ok
AMPTASECG,C01419 + C00001 = C00097 + C00037,8.571119188617615,ok
EX_imp_e,imp_e --> ,,skipped (unmapped)
DOPAtex,dopa_e <=> dopa_p,,skipped (unmapped)
4HOXPACDtex,4hoxpacd_e <=> 4hoxpacd_p,,skipped (unmapped)
ARBTNR3,2 C05554 + C01007 = 2 cpd15411 + 2 C14818 + 2 C00080 + C00255,,skipped (unbalanced)
ARBTNexs,cpd15411 + C14819 = C05554,,skipped (unbalanced)
FEOXAMexs,C14819 + cpd15463 = C07597,,skipped (unbalanced)
LACZpp,C00001 + C00243 = C00124 + C00031,-10.74095037253619,ok
SPMDtex,spmd_e <=> spmd_p,,skipped (unmapped)
GPDDA1pp,C00670 + C00001 = C00114 + C00093 + C00080,-254.52977065460317,ok
GPDDA5pp,C01225 + C00001 = C00093 + C00080 + C00137,-263.70780701449877,ok
ETHAtex,etha_e <=> etha_p,,skipped (unmapped)
G3PStex,g3ps_e <=> g3ps_p,,skipped (unmapped)
FEOXAMR1,C01352 + 2 C07597 = C00016 + 2 C14818 + 2 cpd15463 + 2 C00080,,skipped (unbalanced)
FEOXAMR2,2 C07597 + C01847 = 2 C14818 + 2 cpd15463 + C00061 + 2 C00080,,skipped (unbalanced)
FEOXAMR3,2 C07597 + C01007 = 2 C14818 + 2 cpd15463 + 2 C00080 + C00255,,skipped (unbalanced)
PTHRpp,C00001 + C12147 = C00009 + C00188,-31.998766570807447,ok
FEENTERR2,2 C06230 + C01847 = 2 C05821 + 2 C14818 + C00061 + 2 C00080,,skipped (unbalanced)
FLVR,C00080 + C00005 + C00255 = C00006 + C01007,-12.565642144759295,ok
SUCCtex,succ_e <=> succ_p,,skipped (unmapped)
FE3HOXR1,C01352 + 2 C06227 = C00016 + 2 C14818 + 2 cpd15461 + 2 C00080,,skipped (unbalanced)
FEENTERexs,C05821 + C14819 = C06230,,skipped (unbalanced)
SUCRtex,sucr_e <=> sucr_p,,skipped (unmapped)
FE3HOXexs,C14819 + cpd15461 = C06227,,skipped (unbalanced)
FECRMR3,2 C06228 + C01007 = 2 C14818 + 2 cpd15462 + 2 C00080 + C00255,,skipped (unbalanced)
FDMO2,C01847 + C11145 + C00007 = C00067 + C00061 + C00001 + C00080 + C00094,-73.84677420540048,ok
LALGP,C20958 + C00001 = C00041 + C00025,-5.988012837877079,ok
AGM4PApp,cpd15398 + C00001 = cpd15387 + cpd15396,,skipped (unbalanced)
ARABDI,C00216 = C00309,5.310351565366261,ok
AGt3, = 0 C06710 + 0 C00080,0.0,ok
CD2t3pp, = 0 C01413 + 0 C00080,0.0,ok
ZNabcpp,C00002 + C00001 = 0 C00038 + C00008 + C00080 + C00009,-27.36519874790435,ok
SKMt2pp, = 0 C00080 + 0 C00493,0.0,ok
FE2t2pp, = 0 C14818 + 0 C00080,0.0,ok
GLYC2Ptex,glyc2p_e <=> glyc2p_p,,skipped (unmapped)
PSERtex,pser__L_e <=> pser__L_p,,skipped (unmapped)
TARTRtex,tartr__L_e <=> tartr__L_p,,skipped (unmapped)
R5Ptex,r5p_e <=> r5p_p,,skipped (unmapped)
THRPtex,thrp_e <=> thrp_p,,skipped (unmapped)
TYRPtex,tyrp_e <=> tyrp_p,,skipped (unmapped)
R5PPpp,C00001 + C03736 = C00009 + C00121,-0.5464738020881441,ok
PSP_Lpp,C00001 + C01005 = C00009 + C00065,-10.57782815834355,ok
TYRPpp,C00001 + C06501 = C00009 + C00082,-0.3930260891572175,ok
R1PK,C00002 + C00620 = C00008 + C00080 + C01151,-22.9411540579689,ok
PAPSR2,cpd15481 + C00053 = cpd15480 + 2 C00080 + C00054 + C00094,,skipped (unbalanced)
GRXR,cpd15480 + 2 C00051 = cpd15481 + C00127,,skipped (unbalanced)
RNDR1b,C00008 + cpd15481 = C00206 + cpd15480 + C00001,,skipped (unbalanced)
R15BPK,C00002 + C01151 = C00008 + C00119,10.960897803097907,ok
Kabcpp,C00002 + C00001 = 0 C00238 + C00008 + C00080 + C00009,-27.36519874790435,ok
RNDR2b,C00035 + cpd15481 = C00361 + cpd15480 + C00001,,skipped (unbalanced)
TAURtex,taur_e <=> taur_p,,skipped (unmapped)
FACOAE181,C00001 + MNXM1848 = C00010 + C00080 + C00712,,skipped (unbalanced)
FACOAE160,C00001 + C00154 = C00010 + C00080 + C00249,-26.793434770047895,ok
FACOAE140,C00001 + C02593 = C00010 + C00080 + MNXM162239,,skipped (unbalanced)
LEUabcpp,C00002 + C00001 = 0 C00123 + C00008 + C00080 + C00009,-27.36519874790435,ok
L_LACt2rpp, = 0 C00080 + 0 C00186,0.0,ok
MALt2_2pp, = 0 C00080 + 0 C00149,0.0,ok
CPGNR1,2 CHEBI:83101 + C01352 = 2 cpd15438 + C00016 + 2 C14818 + 2 C00080,,skipped (unbalanced)
CPGNR2,2 CHEBI:83101 + C01847 = 2 cpd15438 + 2 C14818 + C00061 + 2 C00080,,skipped (unbalanced)
THRtex,thr__L_e <=> thr__L_p,,skipped (unmapped)
CPGNR3,2 CHEBI:83101 + C01007 = 2 cpd15438 + 2 C14818 + 2 C00080 + C00255,,skipped (unbalanced)
CPGNUtpp, = 0 cpd15438 + 0 C00080,0.0,ok
CPGNUtex, = 0 cpd15438 + 0 C00080,0.0,ok
MALt2_3pp, = 0 C00080 + 0 C00149,0.0,ok
MALTabcpp,C00002 + C00001 = 0 C00208 + C00008 + C00080 + C00009,-27.36519874790435,ok
MALTHXabcpp,C00002 + C00001 = 0 C01936 + C00008 + C00080 + C00009,-27.36519874790435,ok
MALTPTabcpp,C00002 + C00001 = 0 CHEBI:61952 + C00008 + C00080 + C00009,-27.36519874790435,ok
AAMYL,cpd21754 = C01936,,skipped (unbalanced)
AAMYLpp,cpd21754 = C01936,,skipped (unbalanced)
MALTTRabcpp,C00002 + C00001 = 0 C01835 + C00008 + C00080 + C00009,-27.36519874790435,ok
THMDtex,thymd_e <=> thymd_p,,skipped (unmapped)
MALTTTRabcpp,C00002 + C00001 = 0 C02013 + C00008 + C00080 + C00009,-27.36519874790435,ok
MAN6Pt6_2pp, = 0 C00275 + 0 C00009,0.0,ok
FACOAL80t2pp,C00002 + C00010 + C06423 = 0 C00080 + C00020 + C01944 + C00013,-10.487839641773846,ok
PPGPPDP,C00001 + C01228 = C00035 + C00013,-26.677870749222663,ok
CPGNabcpp,C00002 + C00001 = 0 CHEBI:83101 + C00008 + C00080 + C00009,-27.36519874790435,ok
CPGNexs,cpd15438 + C14819 = CHEBI:83101,,skipped (unbalanced)
MANGLYCptspp,C11544 + C00074 = C16699 + C00022,-42.84314559477046,ok
MELIBt2pp, = 0 C00080 + 0 CHEBI:61827,0.0,ok
CBIuabcpp,C00002 + C00001 = 0 CHEBI:48529 + C00008 + C00080 + C00009,-27.36519874790435,ok
METabcpp,C00002 + C00001 = 0 C00073 + C00008 + C00080 + C00009,-27.36519874790435,ok
CITtex,cit_e <=> cit_p,,skipped (unmapped)
ACGAtex,acgam_e <=> acgam_p,,skipped (unmapped)
DDCAtexi,ddca_e --> ddca_p,,skipped (unmapped)
TTDCAtexi,ttdca_e --> ttdca_p,,skipped (unmapped)
HDCAtexi,hdca_e --> hdca_p,,skipped (unmapped)
GUACYC,C00044 = C00942 + C00013,-1.2972582707509304,ok
EX_fe3hox_un_e,fe3hox_un_e --> ,,skipped (unmapped)
GGPTRCS,C00002 + C00025 + C00134 = C00008 + CHEBI:48006 + C00080 + C00009,-22.359719165712086,ok
EX_23dappa_e,23dappa_e --> ,,skipped (unmapped)
RMNtpp, = 0 C00080 + 0 C00507,0.0,ok
23PDE2pp,C02355 + C00001 = C01368 + C00080,-30.934819025825163,ok
23PDE4pp,C02354 + C00001 = C05822 + C00080,-30.125459427211183,ok
23PDE9pp,C06194 + C00001 = C06193 + C00080,-30.137176207683524,ok
SERt4pp, = 0 C01330 + 0 C00065,0.0,ok
METDtex,met__D_e <=> met__D_p,,skipped (unmapped)
SUCCt2_3pp, = 0 C00080 + 0 C00042,0.0,ok
MNLptspp,C00392 + C00074 = C00644 + C00022,-42.9079700975103,ok
NAt3_1p5pp, = 0 C00080 + 0 C01330,0.0,ok
ATPHs,C00002 + C00001 + C00080 = C00081 + C00014,-55.64468204824328,ok
SARCOX,C00001 + C00007 + C00213 = C00067 + C00037 + C00027,-70.47066073611845,ok
GTPHs,C00044 + C00001 + C00080 = C00014 + C00700,285.105210987055,ok
MN6PP,C00001 + C00275 = C00159 + C00009,-10.518790288885619,ok
NAt3_2pp, = 0 C00080 + 0 C01330,0.0,ok
NH4tpp,nh4_p <=> nh4_c,,skipped (unmapped)
3KGK,C00618 + C00002 = C14899 + C00008 + C00080,-15.31164883754468,ok
METtex,met__L_e <=> met__L_p,,skipped (unmapped)
EX_cd2_e,cd2_e --> ,,skipped (unmapped)
F6PP,C05345 + C00001 = C00095 + C00009,-16.592714883890615,ok
NMNPtpp,nmn_p --> nmn_c,,skipped (unmapped)
NO2t2rpp, = 0 C00080 + 0 C00088,0.0,ok
NO3t7pp, = 0 C00088 + 0 C00244,0.0,ok
ORNabcpp,C00002 + C00001 = 0 C00077 + C00008 + C00080 + C00009,-27.36519874790435,ok
PIuabcpp,C00002 + C00001 = C00009 + C00008 + C00080,-27.3651987479044,ok
PNTOt4pp, = 0 C01330 + 0 C00864,0.0,ok
FRULYSDG,cpd15467 + C00001 = C00092 + C00047,,skipped (unbalanced)
METDabcpp,C00002 + C00001 = 0 C00855 + C00008 + C00080 + C00009,-27.36519874790435,ok
GDPMNH,C00096 + C00001 = C00035 + C00080 + C00159,-14.191806693922615,ok
FACOAL60t2pp,C00002 + C00010 + C01585 = 0 C00080 + C00020 + MNXM162502 + C00013,,skipped (unbalanced)
IDONt2rpp, = 0 C00080 + 0 C00770,0.0,ok
ILEabcpp,C00002 + C00001 = 0 C00407 + C00008 + C00080 + C00009,-27.36519874790435,ok
INDOLEt2pp, = 0 C00080 + 0 C00463,0.0,ok
INSt2pp, = 0 C00080 + 0 C00294,0.0,ok
PROabcpp,C00002 + C00001 = 0 C00148 + C00008 + C00080 + C00009,-27.36519874790435,ok
PROt2rpp, = 0 C00080 + 0 C00148,0.0,ok
MNLtex,mnl_e <=> mnl_p,,skipped (unmapped)
PROt4pp, = 0 C01330 + 0 C00148,0.0,ok
PTRCabcpp,C00002 + C00001 = 0 C00134 + C00008 + C00080 + C00009,-27.36519874790435,ok
LYXt2pp, = 0 C00080 + 0 C01508,0.0,ok
GDPDPK,C00002 + C00035 = C00020 + C00080 + C01228,-10.84065471373276,ok
OCDCAtexi,ocdca_e --> ocdca_p,,skipped (unmapped)
OCDCEAtexi,ocdcea_e --> ocdcea_p,,skipped (unmapped)
ASNNpp,C00152 + C00001 = C00049 + C00014,-17.400434311436527,ok
GLUNpp,C00064 + C00001 = C00025 + C00014,-14.248507159941312,ok
G6Ptex,g6p_e <=> g6p_p,,skipped (unmapped)
NTD12,C06196 + C00001 = C05512 + C00009,-17.376077855057993,ok
TUNGSabcpp,C00002 + C00001 = 0 C20679 + C00008 + C00080 + C00009,-27.36519874790435,ok
NAtex,na1_e <=> na1_p,,skipped (unmapped)
MOBDabcpp,C00002 + C00001 = 0 C06232 + C00008 + C00080 + C00009,-27.36519874790435,ok
MOBDtex,mobd_e <=> mobd_p,,skipped (unmapped)
NI2uabcpp,C00002 + C00001 = 0 C19609 + C00008 + C00080 + C00009,-27.36519874790435,ok
FECRMtonex, = 0 C06228 + 0 C00080,0.0,ok
ARBTNtonex, = 0 C05554 + 0 C00080,0.0,ok
ADOCBLabcpp,C00002 + C00001 = 0 C00194 + C00008 + C00080 + C00009,-27.36519874790435,ok
EX_enter_e,enter_e --> ,,skipped (unmapped)
EX_fecrm_un_e,fecrm_un_e --> ,,skipped (unmapped)
EX_cgly_e,cgly_e --> ,,skipped (unmapped)
NI2tex,ni2_e <=> ni2_p,,skipped (unmapped)
NTD10pp,C00001 + C00655 = C00009 + C01762,-11.678924931308757,ok
NTD1pp,C00365 + C00001 = C00526 + C00009,-14.087977073092027,ok
EX_chtbs_e,chtbs_e --> ,,skipped (unmapped)
EX_gmp_e,gmp_e --> ,,skipped (unmapped)
NTD2pp,C00001 + C00105 = C00009 + C00299,-9.087981582503573,ok
NACtex,nac_e <=> nac_p,,skipped (unmapped)
NTD3pp,C00239 + C00001 = C00881 + C00009,-16.694258334744696,ok
NTD4pp,C00055 + C00001 = C00475 + C00009,-14.200677195833414,ok
NTD5pp,C00364 + C00001 = C00009 + C00214,-9.994844790642787,ok
EX_h2o2_e,h2o2_e --> ,,skipped (unmapped)
EX_ump_e,ump_e --> ,,skipped (unmapped)
EX_pydam_e,pydam_e --> ,,skipped (unmapped)
CRNabcpp,C00002 + C00001 = 0 C00318 + C00008 + C00080 + C00009,-27.36519874790435,ok
CRNDabcpp,C00002 + C00001 = 0 C15025 + C00008 + C00080 + C00009,-27.36519874790435,ok
DNTPPA,C04895 + C00001 = C05925 + C00080 + C00013,-51.20991740758795,ok
NTD6pp,C00360 + C00001 = C00559 + C00009,-16.368891768669137,ok
NTD7pp,C00020 + C00001 = C00212 + C00009,-14.794464588337696,ok
CTBTabcpp,C00002 + C00001 = 0 C04114 + C00008 + C00080 + C00009,-27.36519874790435,ok
NTD9pp,C00144 + C00001 = C00387 + C00009,-7.887172458050095,ok
NH4tex,nh4_e <=> nh4_p,,skipped (unmapped)
PEAMNOpp,C00001 + C00007 + C05332 = C00027 + C00014 + C00601,-93.44836799735981,ok
GAL1PPpp,C00446 + C00001 = C00124 + C00009,-13.590657835131772,ok
NTPP9,C00001 + C00081 = C00080 + C00130 + C00013,-14.098737929381386,ok
NTPP10,C01345 + C00001 = C06196 + C00080 + C00013,-47.442331866654214,ok
NTPP11,C00001 + C00700 = C00080 + C00013 + C00655,-47.438765745509784,ok
H2O2tex,h2o2_e <=> h2o2_p,,skipped (unmapped)
ARGDCpp,C00062 + C00080 = C00179 + C00011,-4.891590753892274,ok
URIH,C00001 + C00299 = C00121 + C00106,-14.493071505219461,ok
ALLPI,C02962 = C18096,-2.0014651490103006,ok
ALLK,C01487 + C00002 = C00008 + C02962 + C00080,-8.645235577692517,ok
ALLULPE,C18096 = C05345,-2.540504921706315,ok
ADEtex,ade_e <=> ade_p,,skipped (unmapped)
ADNtex,adn_e <=> adn_p,,skipped (unmapped)
NADPHQR2,C00080 + C00005 + C17569 = C00006 + CHEBI:61682,-134.6713549161363,ok
NADPHQR3,C00080 + CHEBI:44027 + C00005 = CHEBI:61684 + C00006,-26.733777565520313,ok
NADPHQR4,CHEBI:48455 + C00080 + C00005 = CHEBI:61873 + C00006,-49.14666963700597,ok
GLBRAN2,C00182 = cpd15413,,skipped (unbalanced)
ASR,C01478 + 2 C00051 = C06697 + C00127 + C00001,41.020170348335895,ok
ASO3tex,aso3_e <=> aso3_p,,skipped (unmapped)
AGMtex,agm_e <=> agm_p,,skipped (unmapped)
ALAtex,ala__L_e <=> ala__L_p,,skipped (unmapped)
BALAtex,ala_B_e <=> ala_B_p,,skipped (unmapped)
DALAtex,ala__D_e <=> ala__D_p,,skipped (unmapped)
MANGLYCtex,manglyc_e <=> manglyc_p,,skipped (unmapped)
EX_frulys_e,frulys_e --> ,,skipped (unmapped)
AMPtex,amp_e <=> amp_p,,skipped (unmapped)
METOX1s,C00027 + C00073 = C00001 + C02989,-0.021382139664922306,ok
XTSNH,C00001 + C01762 = C00121 + C00385,-3.272747805113937,ok
METOX2s,C00027 + C00073 = C00001 + C15998,-0.021382139664922306,ok
FRUURt2rpp, = 0 C00905 + 0 C00080,0.0,ok
FRUURtex,fruur_e <=> fruur_p,,skipped (unmapped)
ARBtex,arab__L_e <=> arab__L_p,,skipped (unmapped)
ARGtex,arg__L_e <=> arg__L_p,,skipped (unmapped)
INSH,C00001 + C00294 = C00262 + C00121,-5.54648758189262,ok
ASCBtex,ascb__L_e <=> ascb__L_p,,skipped (unmapped)
FACOAL100t2pp,C00002 + C00010 + MNXM162295 = 0 C00080 + C00020 + MNXM162283 + C00013,,skipped (unbalanced)
RIBabcpp,C00002 + C00001 = 0 C00121 + C00008 + C00080 + C00009,-27.36519874790435,ok
ECAtpp,unagamuf_c --> unagamuf_p,,skipped (unmapped)
O16AT,C00024 + cpd15562 = cpd15410 + C00010,5.3399993634811835,ok
O16GALFT,cpd15470 + C03733 = cpd15473 + C00080 + C00015,-23.332117762830478,ok
O16GLCT2,cpd15473 + C00029 = C00080 + cpd15520 + C00015,-22.044677655288126,ok
O16AUNDtpp,o16aund_c --> o16aund_p,,skipped (unmapped)
O16AP1pp,2 cpd15520 = C00080 + cpd15516 + CHEBI:15284,-12.8009167497637,ok
GPDDA3pp,CHEBI:61931 + C00001 = C00093 + C00080 + C00065,-255.52172735574788,ok
GPDDA4pp,C03274 + C00001 = C00093 + C00116 + C00080,-261.35688833959705,ok
GPDDA2pp,C01233 + C00001 = C00189 + C00093 + C00080,-246.5784530432088,ok
FACOAL120t2pp,C00002 + C00010 + MNXM162258 = 0 C00080 + C00020 + C01832 + C00013,,skipped (unbalanced)
GLYCAt2rpp, = 0 C00258 + 0 C00080,0.0,ok
GLYCAtex,glyc__R_e <=> glyc__R_p,,skipped (unmapped)
FACOAL140t2pp,C00002 + C00010 + MNXM162239 = 0 C00080 + C00020 + C00013 + C02593,,skipped (unbalanced)
EX_enlipa_e,enlipa_e --> ,,skipped (unmapped)
BUTtex,but_e <=> but_p,,skipped (unmapped)
EX_hacolipa_e,hacolipa_e --> ,,skipped (unmapped)
AGM4PCP,cpd15398 + C00001 = C00133 + cpd15397,327.03619809154634,ok
4PCP,cpd15387 + C00001 = cpd15386 + C00133,,skipped (unbalanced)
FE3HOXtonex, = 0 C06227 + 0 C00080,0.0,ok
CU2abcpp,C00002 + C00001 = 0 C00070 + C00008 + C00080 + C00009,-27.36519874790435,ok
COBALT2abcpp,C00002 + C00001 = 0 C00175 + C00008 + C00080 + C00009,-27.36519874790435,ok
NI2abcpp,C00002 + C00001 = 0 C19609 + C00008 + C00080 + C00009,-27.36519874790435,ok
MG2uabcpp,C00002 + C00001 = 0 C00305 + C00008 + C00080 + C00009,-27.36519874790435,ok
4PCPpp,cpd15387 + C00001 = cpd15386 + C00133,,skipped (unbalanced)
HCYSMT2,C00155 + C03172 = C00080 + 2 C00073,1.706580553644244,ok
FALDH2,C14180 + C00003 = C01031 + C00080 + C00004,-29.33760234516876,ok
CHLtex,chol_e <=> chol_p,,skipped (unmapped)
GLYBabcpp,C00002 + C00001 = 0 C00719 + C00008 + C00080 + C00009,-27.36519874790435,ok
GLYC3Pt6pp, = 0 C00093 + 0 C00009,0.0,ok
MMETtex,mmet_e <=> mmet_p,,skipped (unmapped)
FE3tex,fe3_e <=> fe3_p,,skipped (unmapped)
MG2tex,mg2_e <=> mg2_p,,skipped (unmapped)
Zn2tex,zn2_e <=> zn2_p,,skipped (unmapped)
MMETt2pp, = 0 C00080 + 0 C03172,0.0,ok
CD2tex,cd2_e <=> cd2_p,,skipped (unmapped)
GLYCLTt4pp, = 0 C00160 + 0 C01330,0.0,ok
GLYCtpp,glyc_c <=> glyc_p,,skipped (unmapped)
H2Otpp,h2o_p <=> h2o_c,,skipped (unmapped)
GLNabcpp,C00002 + C00001 = 0 C00064 + C00008 + C00080 + C00009,-27.36519874790435,ok
CO2tex,co2_e <=> co2_p,,skipped (unmapped)
GLUabcpp,C00002 + C00001 = 0 C00025 + C00008 + C00080 + C00009,-27.36519874790435,ok
GLUABUTt7pp, = 0 C00334 + 0 C00025,0.0,ok
GLUt2rpp, = 0 C00025 + 0 C00080,0.0,ok
HCINNMt2rpp, = 0 C12621 + 0 C00080,0.0,ok
HISabcpp,C00002 + C00001 = 0 C00135 + C00008 + C00080 + C00009,-27.36519874790435,ok
HISt2rpp, = 0 C00080 + 0 C00135,0.0,ok
CBIAT,C00002 + CHEBI:48529 + C00080 = C06508 + C00536,,skipped (unbalanced)
GLUt4pp, = 0 C00025 + 0 C01330,0.0,ok
GLYALDtpp,glyald_p <=> glyald_c,,skipped (unmapped)
CRNtex,crn_e <=> crn_p,,skipped (unmapped)
EX_etha_e,etha_e --> ,,skipped (unmapped)
ACGK,C00624 + C00002 = C04133 + C00008,24.346472753965372,ok
LYSabcpp,C00002 + C00001 = 0 C00047 + C00008 + C00080 + C00009,-27.36519874790435,ok
COBALT2tex,cobalt2_e <=> cobalt2_p,,skipped (unmapped)
LCTSt3ipp, = 0 C00080 + 0 C00243,0.0,ok
PPK2,C00002 + C00013 = C00008 + C00536,-0.20011324797549968,ok
ARBt3ipp, = 0 C11476 + 0 C00080,,error (ambiguous ID)
14GLUCANabcpp,C00002 + C00001 = 0 cpd21754 + C00008 + C00080 + C00009,-27.36519874790435,ok
14GLUCANtexi,14glucan_e --> 14glucan_p,,skipped (unmapped)
DINStex,din_e <=> din_p,,skipped (unmapped)
DHPTPE,C04895 = cpd15443,0.0,ok
PPDOy,C00080 + C00937 + C00005 = C02912 + C00006,-20.539488915830134,ok
FALGTHLs,C00067 + C00051 = C14180,-10.792493998358964,ok
NTD12pp,C06196 + C00001 = C05512 + C00009,-17.376077855057993,ok
PPA2,C00001 + C00536 = C00080 + C00009 + C00013,-36.24674950238366,ok
DIMPtex,dimp_e <=> dimp_p,,skipped (unmapped)
EX_hdca_e,hdca_e --> ,,skipped (unmapped)
EX_glcr_e,glcr_e --> ,,skipped (unmapped)
GNK,C00002 + C00257 = C00345 + C00008 + C00080,-10.010730926495853,ok
HMBS,C00001 + 4 C00931 = C01024 + 4 C00014,-133.0979116535018,ok
3NTD7pp,C01367 + C00001 = C00212 + C00009,-18.22180823261187,ok
DMStex,dms_e <=> dms_p,,skipped (unmapped)
3NTD4pp,C05822 + C00001 = C00475 + C00009,-22.67339053267046,ok
3NTD2pp,C01368 + C00001 = C00009 + C00299,-14.471283621137047,ok
3NTD9pp,C06193 + C00001 = C00387 + C00009,-13.849755514534714,ok
RMK,C00002 + C00861 = C00008 + C00080 + C01131,-1.8035578692960712,ok
FHL,C00058 + C00080 = C00011 + C00282,21.362098398858038,ok
HYPOE,C00001 + C00647 = C00009 + C00534,-14.398680013738499,ok
MEPCT,C11434 + C00063 + C00080 = C11435 + C00013,-9.221447221774426,ok
GLUDy,C00025 + C00001 + C00006 = C00026 + C00080 + C00005 + C00014,36.35101950970193,ok
23PDE7pp,C02353 + C00001 = C01367 + C00080,-30.22719491421458,ok
GALTptspp,C01697 + C00074 = C06311 + C00022,-43.652611843662825,ok
GALURt2rpp, = 0 C00333 + 0 C00080,0.0,ok
ZN2abcpp,C00002 + C00001 = 0 C00038 + C00008 + C00080 + C00009,-27.36519874790435,ok
CSNtex,csn_e <=> csn_p,,skipped (unmapped)
GLYCLTDy,C00048 + C00080 + C00005 = C00160 + C00006,-44.037456445781004,ok
LYSDC,C00080 + C00047 = C01672 + C00011,-25.022397698427596,ok
DAAD,C00133 + C00016 + C00001 = C01352 + C00014 + C00022,15.291193557287457,ok
GLCNt2rpp, = 0 C00257 + 0 C00080,0.0,ok
GLCptspp,C00031 + C00074 = C00092 + C00022,-45.48435837095887,ok
GLCRt2rpp, = 0 C00818 + 0 C00080,0.0,ok
GLCt2pp, = 0 C00031 + 0 C00080,0.0,ok
UREAtpp,urea_p <=> urea_c,,skipped (unmapped)
XANt2pp, = 0 C00080 + 0 C00385,0.0,ok
GLYC3Pabcpp,C00002 + C00001 = 0 C00093 + C00008 + C00080 + C00009,-27.36519874790435,ok
PPPNt2rpp, = 0 C00080 + 0 C05629,0.0,ok
PTRCORNt7pp, = 0 C00077 + 0 C00134,0.0,ok
GLCURt2rpp, = 0 C00191 + 0 C00080,0.0,ok
ACMUMptspp,C02713 + C00074 = C16698 + C00022,-42.81277151061532,ok
EX_h2o_e,h2o_e <=> ,,skipped (unmapped)
EX_ala__D_e,ala__D_e --> ,,skipped (unmapped)
HSTPT,C00025 + C01267 = C00026 + C01100,8.293431482439303,ok
SPMDabcpp,C00002 + C00001 = 0 C00315 + C00008 + C00080 + C00009,-27.36519874790435,ok
CYNTtex,cynt_e <=> cynt_p,,skipped (unmapped)
HG2tex,hg2_e <=> hg2_p,,skipped (unmapped)
NTPP5,C00131 + C00001 = C00360 + C00080 + C00013,-42.86395122541704,ok
THDPS,C00001 + C00091 + C03972 = C00010 + C04462,25.99720104011135,ok
ACONMT,C02341 + C00019 = C11514 + C00021,48.94020492225263,ok
XTSNtex,xtsn_e <=> xtsn_p,,skipped (unmapped)
ATPM,C00002 + C00001 = C00008 + C00080 + C00009,-27.36519874790435,ok
CYStex,cys__L_e <=> cys__L_p,,skipped (unmapped)
NADPPPS,C00001 + C00006 = C00003 + C00009,-17.31406147016282,ok
EX_mnl_e,mnl_e --> ,,skipped (unmapped)
THRD_L,C00188 = C00109 + C00014,-24.091969719207157,ok
EX_malt_e,malt_e --> ,,skipped (unmapped)
NTD3,C00239 + C00001 = C00881 + C00009,-16.694258334744696,ok
CYTDtex,cytd_e <=> cytd_p,,skipped (unmapped)
GLYOX,C00001 + C03451 = C00051 + C00080 + C00256,-31.127197150573664,ok
DADNtex,dad_2_e <=> dad_2_p,,skipped (unmapped)
4PEPTtex,LalaDgluMdapDala_e <=> LalaDgluMdapDala_p,,skipped (unmapped)
NAMNPP,C00002 + C00001 + C00253 + C00119 = C00008 + C01185 + C00009 + C00013,-35.05864410996224,ok
EX_pnto__R_e,pnto__R_e --> ,,skipped (unmapped)
SELNPS,C00002 + C00001 + C01528 = C00020 + C00009 + C05172,-120.33157409234107,ok
DHAtex,dha_e <=> dha_p,,skipped (unmapped)
ETOHtex,etoh_e <=> etoh_p,,skipped (unmapped)
